Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the sustainer half of the same staged launch, on a second altimeter"
Stage,"sustainer"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
148.80,3286.8,-65.6,-65.6
148.85,3283.5,-65.6,-65.6
148.90,3280.2,-65.6,-65.6
148.95,3277.0,-65.6,-65.6
149.00,3273.7,-65.6,-65.6
149.05,3270.4,-65.6,-65.6
149.10,3267.1,-65.6,-65.6
149.15,3263.8,-65.6,-65.6
149.20,3260.6,-65.6,-65.6
149.25,3257.3,-65.6,-65.6
149.30,3254.0,-65.6,-65.6
149.35,3250.7,-65.6,-65.6
149.40,3247.4,-65.6,-65.6
149.45,3244.2,-65.6,-65.6
149.50,3240.9,-65.6,-65.6
149.55,3237.6,-65.6,-65.6
149.60,3234.3,-65.6,-65.6
149.65,3231.0,-65.6,-65.6
149.70,3227.8,-65.6,-65.6
149.75,3224.5,-65.6,-65.6
149.80,3221.2,-65.6,-65.6
149.85,3217.9,-65.6,-65.6
149.90,3214.6,-65.6,-65.6
149.95,3211.4,-65.6,-65.6
150.00,3208.1,-65.6,-65.6
150.05,3204.8,-65.6,-65.6
150.10,3201.5,-65.6,-65.6
150.15,3198.2,-65.6,-65.6
150.20,3194.9,-65.6,-65.6
150.25,3191.7,-65.6,-65.6
150.30,3188.4,-65.6,-65.6
150.35,3185.1,-65.6,-65.6
150.40,3181.8,-65.6,-65.6
150.45,3178.5,-65.6,-65.6
150.50,3175.3,-65.6,-65.6
150.55,3172.0,-65.6,-65.6
150.60,3168.7,-65.6,-65.6
150.65,3165.4,-65.6,-65.6
150.70,3162.1,-65.6,-65.6
150.75,3158.9,-65.6,-65.6
150.80,3155.6,-65.6,-65.6
150.85,3152.3,-65.6,-65.6
150.90,3149.0,-65.6,-65.6
150.95,3145.7,-65.6,-65.6
151.00,3142.5,-65.6,-65.6
151.05,3139.2,-65.6,-65.6
151.10,3135.9,-65.6,-65.6
151.15,3132.6,-65.6,-65.6
151.20,3129.3,-65.6,-65.6
151.25,3126.0,-65.6,-65.6
151.30,3122.8,-65.6,-65.6
151.35,3119.5,-65.6,-65.6
151.40,3116.2,-65.6,-65.6
151.45,3112.9,-65.6,-65.6
151.50,3109.6,-65.6,-65.6
151.55,3106.4,-65.6,-65.6
151.60,3103.1,-65.6,-65.6
151.65,3099.8,-65.6,-65.6
151.70,3096.5,-65.6,-65.6
151.75,3093.2,-65.6,-65.6
151.80,3090.0,-65.6,-65.6
151.85,3086.7,-65.6,-65.6
151.90,3083.4,-65.6,-65.6
151.95,3080.1,-65.6,-65.6
152.00,3076.8,-65.6,-65.6
152.05,3073.6,-65.6,-65.6
152.10,3070.3,-65.6,-65.6
152.15,3067.0,-65.6,-65.6
152.20,3063.7,-65.6,-65.6
152.25,3060.4,-65.6,-65.6
152.30,3057.2,-65.6,-65.6
152.35,3053.9,-65.6,-65.6
152.40,3050.6,-65.6,-65.6
152.45,3047.3,-65.6,-65.6
152.50,3044.0,-65.6,-65.6
152.55,3040.7,-65.6,-65.6
152.60,3037.5,-65.6,-65.6
152.65,3034.2,-65.6,-65.6
152.70,3030.9,-65.6,-65.6
152.75,3027.6,-65.6,-65.6
152.80,3024.3,-65.6,-65.6
152.85,3021.1,-65.6,-65.6
152.90,3017.8,-65.6,-65.6
152.95,3014.5,-65.6,-65.6
153.00,3011.2,-65.6,-65.6
153.05,3007.9,-65.6,-65.6
153.10,3004.7,-65.6,-65.6
153.15,3001.4,-65.6,-65.6
153.20,2998.1,-65.6,-65.6
153.25,2994.8,-65.6,-65.6
153.30,2991.5,-65.6,-65.6
153.35,2988.3,-65.6,-65.6
153.40,2985.0,-65.6,-65.6
153.45,2981.7,-65.6,-65.6
153.50,2978.4,-65.6,-65.6
153.55,2975.1,-65.6,-65.6
153.60,2971.9,-65.6,-65.6
153.65,2968.6,-65.6,-65.6
153.70,2965.3,-65.6,-65.6
153.75,2962.0,-65.6,-65.6
153.80,2958.7,-65.6,-65.6
153.85,2955.4,-65.6,-65.6
153.90,2952.2,-65.6,-65.6
153.95,2948.9,-65.6,-65.6
154.00,2945.6,-65.6,-65.6
154.05,2942.3,-65.6,-65.6
154.10,2939.0,-65.6,-65.6
154.15,2935.8,-65.6,-65.6
154.20,2932.5,-65.6,-65.6
154.25,2929.2,-65.6,-65.6
154.30,2925.9,-65.6,-65.6
154.35,2922.6,-65.6,-65.6
154.40,2919.4,-65.6,-65.6
154.45,2916.1,-65.6,-65.6
154.50,2912.8,-65.6,-65.6
154.55,2909.5,-65.6,-65.6
154.60,2906.2,-65.6,-65.6
154.65,2903.0,-65.6,-65.6
154.70,2899.7,-65.6,-65.6
154.75,2896.4,-65.6,-65.6
154.80,2893.1,-65.6,-65.6
154.85,2889.8,-65.6,-65.6
154.90,2886.5,-65.6,-65.6
154.95,2883.3,-65.6,-65.6
155.00,2880.0,-65.6,-65.6
155.05,2876.7,-65.6,-65.6
155.10,2873.4,-65.6,-65.6
155.15,2870.1,-65.6,-65.6
155.20,2866.9,-65.6,-65.6
155.25,2863.6,-65.6,-65.6
155.30,2860.3,-65.6,-65.6
155.35,2857.0,-65.6,-65.6
155.40,2853.7,-65.6,-65.6
155.45,2850.5,-65.6,-65.6
155.50,2847.2,-65.6,-65.6
155.55,2843.9,-65.6,-65.6
155.60,2840.6,-65.6,-65.6
155.65,2837.3,-65.6,-65.6
155.70,2834.1,-65.6,-65.6
155.75,2830.8,-65.6,-65.6
155.80,2827.5,-65.6,-65.6
155.85,2824.2,-65.6,-65.6
155.90,2820.9,-65.6,-65.6
155.95,2817.7,-65.6,-65.6
156.00,2814.4,-65.6,-65.6
156.05,2811.1,-65.6,-65.6
156.10,2807.8,-65.6,-65.6
156.15,2804.5,-65.6,-65.6
156.20,2801.2,-65.6,-65.6
156.25,2798.0,-65.6,-65.6
156.30,2794.7,-65.6,-65.6
156.35,2791.4,-65.6,-65.6
156.40,2788.1,-65.6,-65.6
156.45,2784.8,-65.6,-65.6
156.50,2781.6,-65.6,-65.6
156.55,2778.3,-65.6,-65.6
156.60,2775.0,-65.6,-65.6
156.65,2771.7,-65.6,-65.6
156.70,2768.4,-65.6,-65.6
156.75,2765.2,-65.6,-65.6
156.80,2761.9,-65.6,-65.6
156.85,2758.6,-65.6,-65.6
156.90,2755.3,-65.6,-65.6
156.95,2752.0,-65.6,-65.6
157.00,2748.8,-65.6,-65.6
157.05,2745.5,-65.6,-65.6
157.10,2742.2,-65.6,-65.6
157.15,2738.9,-65.6,-65.6
157.20,2735.6,-65.6,-65.6
157.25,2732.3,-65.6,-65.6
157.30,2729.1,-65.6,-65.6
157.35,2725.8,-65.6,-65.6
157.40,2722.5,-65.6,-65.6
157.45,2719.2,-65.6,-65.6
157.50,2715.9,-65.6,-65.6
157.55,2712.7,-65.6,-65.6
157.60,2709.4,-65.6,-65.6
157.65,2706.1,-65.6,-65.6
157.70,2702.8,-65.6,-65.6
157.75,2699.5,-65.6,-65.6
157.80,2696.3,-65.6,-65.6
157.85,2693.0,-65.6,-65.6
157.90,2689.7,-65.6,-65.6
157.95,2686.4,-65.6,-65.6
158.00,2683.1,-65.6,-65.6
158.05,2679.9,-65.6,-65.6
158.10,2676.6,-65.6,-65.6
158.15,2673.3,-65.6,-65.6
158.20,2670.0,-65.6,-65.6
158.25,2666.7,-65.6,-65.6
158.30,2663.5,-65.6,-65.6
158.35,2660.2,-65.6,-65.6
158.40,2656.9,-65.6,-65.6
158.45,2653.6,-65.6,-65.6
158.50,2650.3,-65.6,-65.6
158.55,2647.0,-65.6,-65.6
158.60,2643.8,-65.6,-65.6
158.65,2640.5,-65.6,-65.6
158.70,2637.2,-65.6,-65.6
158.75,2633.9,-65.6,-65.6
158.80,2630.6,-65.6,-65.6
158.85,2627.4,-65.6,-65.6
158.90,2624.1,-65.6,-65.6
158.95,2620.8,-65.6,-65.6
159.00,2617.5,-65.6,-65.6
159.05,2614.2,-65.6,-65.6
159.10,2611.0,-65.6,-65.6
159.15,2607.7,-65.6,-65.6
159.20,2604.4,-65.6,-65.6
159.25,2601.1,-65.6,-65.6
159.30,2597.8,-65.6,-65.6
159.35,2594.6,-65.6,-65.6
159.40,2591.3,-65.6,-65.6
159.45,2588.0,-65.6,-65.6
159.50,2584.7,-65.6,-65.6
159.55,2581.4,-65.6,-65.6
159.60,2578.1,-65.6,-65.6
159.65,2574.9,-65.6,-65.6
159.70,2571.6,-65.6,-65.6
159.75,2568.3,-65.6,-65.6
159.80,2565.0,-65.6,-65.6
159.85,2561.7,-65.6,-65.6
159.90,2558.5,-65.6,-65.6
159.95,2555.2,-65.6,-65.6
160.00,2551.9,-65.6,-65.6
160.05,2548.6,-65.6,-65.6
160.10,2545.3,-65.6,-65.6
160.15,2542.1,-65.6,-65.6
160.20,2538.8,-65.6,-65.6
160.25,2535.5,-65.6,-65.6
160.30,2532.2,-65.6,-65.6
160.35,2528.9,-65.6,-65.6
160.40,2525.7,-65.6,-65.6
160.45,2522.4,-65.6,-65.6
160.50,2519.1,-65.6,-65.6
160.55,2515.8,-65.6,-65.6
160.60,2512.5,-65.6,-65.6
160.65,2509.3,-65.6,-65.6
160.70,2506.0,-65.6,-65.6
160.75,2502.7,-65.6,-65.6
160.80,2499.4,-65.6,-65.6
160.85,2496.1,-65.6,-65.6
160.90,2492.8,-65.6,-65.6
160.95,2489.6,-65.6,-65.6
161.00,2486.3,-65.6,-65.6
161.05,2483.0,-65.6,-65.6
161.10,2479.7,-65.6,-65.6
161.15,2476.4,-65.6,-65.6
161.20,2473.2,-65.6,-65.6
161.25,2469.9,-65.6,-65.6
161.30,2466.6,-65.6,-65.6
161.35,2463.3,-65.6,-65.6
161.40,2460.0,-65.6,-65.6
161.45,2456.8,-65.6,-65.6
161.50,2453.5,-65.6,-65.6
161.55,2450.2,-65.6,-65.6
161.60,2446.9,-65.6,-65.6
161.65,2443.6,-65.6,-65.6
161.70,2440.4,-65.6,-65.6
161.75,2437.1,-65.6,-65.6
161.80,2433.8,-65.6,-65.6
161.85,2430.5,-65.6,-65.6
161.90,2427.2,-65.6,-65.6
161.95,2424.0,-65.6,-65.6
162.00,2420.7,-65.6,-65.6
162.05,2417.4,-65.6,-65.6
162.10,2414.1,-65.6,-65.6
162.15,2410.8,-65.6,-65.6
162.20,2407.5,-65.6,-65.6
162.25,2404.3,-65.6,-65.6
162.30,2401.0,-65.6,-65.6
162.35,2397.7,-65.6,-65.6
162.40,2394.4,-65.6,-65.6
162.45,2391.1,-65.6,-65.6
162.50,2387.9,-65.6,-65.6
162.55,2384.6,-65.6,-65.6
162.60,2381.3,-65.6,-65.6
162.65,2378.0,-65.6,-65.6
162.70,2374.7,-65.6,-65.6
162.75,2371.5,-65.6,-65.6
162.80,2368.2,-65.6,-65.6
162.85,2364.9,-65.6,-65.6
162.90,2361.6,-65.6,-65.6
162.95,2358.3,-65.6,-65.6
163.00,2355.1,-65.6,-65.6
163.05,2351.8,-65.6,-65.6
163.10,2348.5,-65.6,-65.6
163.15,2345.2,-65.6,-65.6
163.20,2341.9,-65.6,-65.6
163.25,2338.6,-65.6,-65.6
163.30,2335.4,-65.6,-65.6
163.35,2332.1,-65.6,-65.6
163.40,2328.8,-65.6,-65.6
163.45,2325.5,-65.6,-65.6
163.50,2322.2,-65.6,-65.6
163.55,2319.0,-65.6,-65.6
163.60,2315.7,-65.6,-65.6
163.65,2312.4,-65.6,-65.6
163.70,2309.1,-65.6,-65.6
163.75,2305.8,-65.6,-65.6
163.80,2302.6,-65.6,-65.6
163.85,2299.3,-65.6,-65.6
163.90,2296.0,-65.6,-65.6
163.95,2292.7,-65.6,-65.6
164.00,2289.4,-65.6,-65.6
164.05,2286.2,-65.6,-65.6
164.10,2282.9,-65.6,-65.6
164.15,2279.6,-65.6,-65.6
164.20,2276.3,-65.6,-65.6
164.25,2273.0,-65.6,-65.6
164.30,2269.8,-65.6,-65.6
164.35,2266.5,-65.6,-65.6
164.40,2263.2,-65.6,-65.6
164.45,2259.9,-65.6,-65.6
164.50,2256.6,-65.6,-65.6
164.55,2253.3,-65.6,-65.6
164.60,2250.1,-65.6,-65.6
164.65,2246.8,-65.6,-65.6
164.70,2243.5,-65.6,-65.6
164.75,2240.2,-65.6,-65.6
164.80,2236.9,-65.6,-65.6
164.85,2233.7,-65.6,-65.6
164.90,2230.4,-65.6,-65.6
164.95,2227.1,-65.6,-65.6
165.00,2223.8,-65.6,-65.6
165.05,2220.5,-65.6,-65.6
165.10,2217.3,-65.6,-65.6
165.15,2214.0,-65.6,-65.6
165.20,2210.7,-65.6,-65.6
165.25,2207.4,-65.6,-65.6
165.30,2204.1,-65.6,-65.6
165.35,2200.9,-65.6,-65.6
165.40,2197.6,-65.6,-65.6
165.45,2194.3,-65.6,-65.6
165.50,2191.0,-65.6,-65.6
165.55,2187.7,-65.6,-65.6
165.60,2184.4,-65.6,-65.6
165.65,2181.2,-65.6,-65.6
165.70,2177.9,-65.6,-65.6
165.75,2174.6,-65.6,-65.6
165.80,2171.3,-65.6,-65.6
165.85,2168.0,-65.6,-65.6
165.90,2164.8,-65.6,-65.6
165.95,2161.5,-65.6,-65.6
166.00,2158.2,-65.6,-65.6
166.05,2154.9,-65.6,-65.6
166.10,2151.6,-65.6,-65.6
166.15,2148.4,-65.6,-65.6
166.20,2145.1,-65.6,-65.6
166.25,2141.8,-65.6,-65.6
166.30,2138.5,-65.6,-65.6
166.35,2135.2,-65.6,-65.6
166.40,2132.0,-65.6,-65.6
166.45,2128.7,-65.6,-65.6
166.50,2125.4,-65.6,-65.6
166.55,2122.1,-65.6,-65.6
166.60,2118.8,-65.6,-65.6
166.65,2115.6,-65.6,-65.6
166.70,2112.3,-65.6,-65.6
166.75,2109.0,-65.6,-65.6
166.80,2105.7,-65.6,-65.6
166.85,2102.4,-65.6,-65.6
166.90,2099.1,-65.6,-65.6
166.95,2095.9,-65.6,-65.6
167.00,2092.6,-65.6,-65.6
167.05,2089.3,-65.6,-65.6
167.10,2086.0,-65.6,-65.6
167.15,2082.7,-65.6,-65.6
167.20,2079.5,-65.6,-65.6
167.25,2076.2,-65.6,-65.6
167.30,2072.9,-65.6,-65.6
167.35,2069.6,-65.6,-65.6
167.40,2066.3,-65.6,-65.6
167.45,2063.1,-65.6,-65.6
167.50,2059.8,-65.6,-65.6
167.55,2056.5,-65.6,-65.6
167.60,2053.2,-65.6,-65.6
167.65,2049.9,-65.6,-65.6
167.70,2046.7,-65.6,-65.6
167.75,2043.4,-65.6,-65.6
167.80,2040.1,-65.6,-65.6
167.85,2036.8,-65.6,-65.6
167.90,2033.5,-65.6,-65.6
167.95,2030.2,-65.6,-65.6
168.00,2027.0,-65.6,-65.6
168.05,2023.7,-65.6,-65.6
168.10,2020.4,-65.6,-65.6
168.15,2017.1,-65.6,-65.6
168.20,2013.8,-65.6,-65.6
168.25,2010.6,-65.6,-65.6
168.30,2007.3,-65.6,-65.6
168.35,2004.0,-65.6,-65.6
168.40,2000.7,-65.6,-65.6
168.45,1997.4,-65.6,-65.6
168.50,1994.2,-65.6,-65.6
168.55,1990.9,-65.6,-65.6
168.60,1987.6,-65.6,-65.6
168.65,1984.3,-65.6,-65.6
168.70,1981.0,-65.6,-65.6
168.75,1977.8,-65.6,-65.6
168.80,1974.5,-65.6,-65.6
168.85,1971.2,-65.6,-65.6
168.90,1967.9,-65.6,-65.6
168.95,1964.6,-65.6,-65.6
169.00,1961.4,-65.6,-65.6
169.05,1958.1,-65.6,-65.6
169.10,1954.8,-65.6,-65.6
169.15,1951.5,-65.6,-65.6
169.20,1948.2,-65.6,-65.6
169.25,1944.9,-65.6,-65.6
169.30,1941.7,-65.6,-65.6
169.35,1938.4,-65.6,-65.6
169.40,1935.1,-65.6,-65.6
169.45,1931.8,-65.6,-65.6
169.50,1928.5,-65.6,-65.6
169.55,1925.3,-65.6,-65.6
169.60,1922.0,-65.6,-65.6
169.65,1918.7,-65.6,-65.6
169.70,1915.4,-65.6,-65.6
169.75,1912.1,-65.6,-65.6
169.80,1908.9,-65.6,-65.6
169.85,1905.6,-65.6,-65.6
169.90,1902.3,-65.6,-65.6
169.95,1899.0,-65.6,-65.6
170.00,1895.7,-65.6,-65.6
170.05,1892.5,-65.6,-65.6
170.10,1889.2,-65.6,-65.6
170.15,1885.9,-65.6,-65.6
170.20,1882.6,-65.6,-65.6
170.25,1879.3,-65.6,-65.6
170.30,1876.0,-65.6,-65.6
170.35,1872.8,-65.6,-65.6
170.40,1869.5,-65.6,-65.6
170.45,1866.2,-65.6,-65.6
170.50,1862.9,-65.6,-65.6
170.55,1859.6,-65.6,-65.6
170.60,1856.4,-65.6,-65.6
170.65,1853.1,-65.6,-65.6
170.70,1849.8,-65.6,-65.6
170.75,1846.5,-65.6,-65.6
170.80,1843.2,-65.6,-65.6
170.85,1840.0,-65.6,-65.6
170.90,1836.7,-65.6,-65.6
170.95,1833.4,-65.6,-65.6
171.00,1830.1,-65.6,-65.6
171.05,1826.8,-65.6,-65.6
171.10,1823.6,-65.6,-65.6
171.15,1820.3,-65.6,-65.6
171.20,1817.0,-65.6,-65.6
171.25,1813.7,-65.6,-65.6
171.30,1810.4,-65.6,-65.6
171.35,1807.2,-65.6,-65.6
171.40,1803.9,-65.6,-65.6
171.45,1800.6,-65.6,-65.6
171.50,1797.3,-65.6,-65.6
171.55,1794.0,-65.6,-65.6
171.60,1790.7,-65.6,-65.6
171.65,1787.5,-65.6,-65.6
171.70,1784.2,-65.6,-65.6
171.75,1780.9,-65.6,-65.6
171.80,1777.6,-65.6,-65.6
171.85,1774.3,-65.6,-65.6
171.90,1771.1,-65.6,-65.6
171.95,1767.8,-65.6,-65.6
172.00,1764.5,-65.6,-65.6
172.05,1761.2,-65.6,-65.6
172.10,1757.9,-65.6,-65.6
172.15,1754.7,-65.6,-65.6
172.20,1751.4,-65.6,-65.6
172.25,1748.1,-65.6,-65.6
172.30,1744.8,-65.6,-65.6
172.35,1741.5,-65.6,-65.6
172.40,1738.3,-65.6,-65.6
172.45,1735.0,-65.6,-65.6
172.50,1731.7,-65.6,-65.6
172.55,1728.4,-65.6,-65.6
172.60,1725.1,-65.6,-65.6
172.65,1721.9,-65.6,-65.6
172.70,1718.6,-65.6,-65.6
172.75,1715.3,-65.6,-65.6
172.80,1712.0,-65.6,-65.6
172.85,1708.7,-65.6,-65.6
172.90,1705.4,-65.6,-65.6
172.95,1702.2,-65.6,-65.6
173.00,1698.9,-65.6,-65.6
173.05,1695.6,-65.6,-65.6
173.10,1692.3,-65.6,-65.6
173.15,1689.0,-65.6,-65.6
173.20,1685.8,-65.6,-65.6
173.25,1682.5,-65.6,-65.6
173.30,1679.2,-65.6,-65.6
173.35,1675.9,-65.6,-65.6
173.40,1672.6,-65.6,-65.6
173.45,1669.4,-65.6,-65.6
173.50,1666.1,-65.6,-65.6
173.55,1662.8,-65.6,-65.6
173.60,1659.5,-65.6,-65.6
173.65,1656.2,-65.6,-65.6
173.70,1653.0,-65.6,-65.6
173.75,1649.7,-65.6,-65.6
173.80,1646.4,-65.6,-65.6
173.85,1643.1,-65.6,-65.6
173.90,1639.8,-65.6,-65.6
173.95,1636.5,-65.6,-65.6
174.00,1633.3,-65.6,-65.6
174.05,1630.0,-65.6,-65.6
174.10,1626.7,-65.6,-65.6
174.15,1623.4,-65.6,-65.6
174.20,1620.1,-65.6,-65.6
174.25,1616.9,-65.6,-65.6
174.30,1613.6,-65.6,-65.6
174.35,1610.3,-65.6,-65.6
174.40,1607.0,-65.6,-65.6
174.45,1603.7,-65.6,-65.6
174.50,1600.5,-65.6,-65.6
174.55,1597.2,-65.6,-65.6
174.60,1593.9,-65.6,-65.6
174.65,1590.6,-65.6,-65.6
174.70,1587.3,-65.6,-65.6
174.75,1584.1,-65.6,-65.6
174.80,1580.8,-65.6,-65.6
174.85,1577.5,-65.6,-65.6
174.90,1574.2,-65.6,-65.6
174.95,1570.9,-65.6,-65.6
175.00,1567.7,-65.6,-65.6
175.05,1564.4,-65.6,-65.6
175.10,1561.1,-65.6,-65.6
175.15,1557.8,-65.6,-65.6
175.20,1554.5,-65.6,-65.6
175.25,1551.2,-65.6,-65.6
175.30,1548.0,-65.6,-65.6
175.35,1544.7,-65.6,-65.6
175.40,1541.4,-65.6,-65.6
175.45,1538.1,-65.6,-65.6
175.50,1534.8,-65.6,-65.6
175.55,1531.6,-65.6,-65.6
175.60,1528.3,-65.6,-65.6
175.65,1525.0,-65.6,-65.6
175.70,1521.7,-65.6,-65.6
175.75,1518.4,-65.6,-65.6
175.80,1515.2,-65.6,-65.6
175.85,1511.9,-65.6,-65.6
175.90,1508.6,-65.6,-65.6
175.95,1505.3,-65.6,-65.6
176.00,1502.0,-65.6,-65.6
176.05,1498.8,-65.6,-65.6
176.10,1495.5,-65.6,-65.6
176.15,1492.2,-65.6,-65.6
176.20,1488.9,-65.6,-65.6
176.25,1485.6,-65.6,-65.6
176.30,1482.3,-65.6,-65.6
176.35,1479.1,-65.6,-65.6
176.40,1475.8,-65.6,-65.6
176.45,1472.5,-65.6,-65.6
176.50,1469.2,-65.6,-65.6
176.55,1465.9,-65.6,-65.6
176.60,1462.7,-65.6,-65.6
176.65,1459.4,-65.6,-65.6
176.70,1456.1,-65.6,-65.6
176.75,1452.8,-65.6,-65.6
176.80,1449.5,-65.6,-65.6
176.85,1446.3,-65.6,-65.6
176.90,1443.0,-65.6,-65.6
176.95,1439.7,-65.6,-65.6
177.00,1436.4,-65.6,-65.6
177.05,1433.1,-65.6,-65.6
177.10,1429.9,-65.6,-65.6
177.15,1426.6,-65.6,-65.6
177.20,1423.3,-65.6,-65.6
177.25,1420.0,-65.6,-65.6
177.30,1416.7,-65.6,-65.6
177.35,1413.5,-65.6,-65.6
177.40,1410.2,-65.6,-65.6
177.45,1406.9,-65.6,-65.6
177.50,1403.6,-65.6,-65.6
177.55,1400.3,-65.6,-65.6
177.60,1397.0,-65.6,-65.6
177.65,1393.8,-65.6,-65.6
177.70,1390.5,-65.6,-65.6
177.75,1387.2,-65.6,-65.6
177.80,1383.9,-65.6,-65.6
177.85,1380.6,-65.6,-65.6
177.90,1377.4,-65.6,-65.6
177.95,1374.1,-65.6,-65.6
178.00,1370.8,-65.6,-65.6
178.05,1367.5,-65.6,-65.6
178.10,1364.2,-65.6,-65.6
178.15,1361.0,-65.6,-65.6
178.20,1357.7,-65.6,-65.6
178.25,1354.4,-65.6,-65.6
178.30,1351.1,-65.6,-65.6
178.35,1347.8,-65.6,-65.6
178.40,1344.6,-65.6,-65.6
178.45,1341.3,-65.6,-65.6
178.50,1338.0,-65.6,-65.6
178.55,1334.7,-65.6,-65.6
178.60,1331.4,-65.6,-65.6
178.65,1328.1,-65.6,-65.6
178.70,1324.9,-65.6,-65.6
178.75,1321.6,-65.6,-65.6
178.80,1318.3,-65.6,-65.6
178.85,1315.0,-65.6,-65.6
178.90,1311.7,-65.6,-65.6
178.95,1308.5,-65.6,-65.6
179.00,1305.2,-65.6,-65.6
179.05,1301.9,-65.6,-65.6
179.10,1298.6,-65.6,-65.6
179.15,1295.3,-65.6,-65.6
179.20,1292.1,-65.6,-65.6
179.25,1288.8,-65.6,-65.6
179.30,1285.5,-65.6,-65.6
179.35,1282.2,-65.6,-65.6
179.40,1278.9,-65.6,-65.6
179.45,1275.7,-65.6,-65.6
179.50,1272.4,-65.6,-65.6
179.55,1269.1,-65.6,-65.6
179.60,1265.8,-65.6,-65.6
179.65,1262.5,-65.6,-65.6
179.70,1259.3,-65.6,-65.6
179.75,1256.0,-65.6,-65.6
179.80,1252.7,-65.6,-65.6
179.85,1249.4,-65.6,-65.6
179.90,1246.1,-65.6,-65.6
179.95,1242.8,-65.6,-65.6
180.00,1239.6,-65.6,-65.6
180.05,1236.3,-65.6,-65.6
180.10,1233.0,-65.6,-65.6
180.15,1229.7,-65.6,-65.6
180.20,1226.4,-65.6,-65.6
180.25,1223.2,-65.6,-65.6
180.30,1219.9,-65.6,-65.6
180.35,1216.6,-65.6,-65.6
180.40,1213.3,-65.6,-65.6
180.45,1210.0,-65.6,-65.6
180.50,1206.8,-65.6,-65.6
180.55,1203.5,-65.6,-65.6
180.60,1200.2,-65.6,-65.6
180.65,1196.9,-65.6,-65.6
180.70,1193.6,-65.6,-65.6
180.75,1190.4,-65.6,-65.6
180.80,1187.1,-65.6,-65.6
180.85,1183.8,-65.6,-65.6
180.90,1180.5,-65.6,-65.6
180.95,1177.2,-65.6,-65.6
181.00,1174.0,-65.6,-65.6
181.05,1170.7,-65.6,-65.6
181.10,1167.4,-65.6,-65.6
181.15,1164.1,-65.6,-65.6
181.20,1160.8,-65.6,-65.6
181.25,1157.5,-65.6,-65.6
181.30,1154.3,-65.6,-65.6
181.35,1151.0,-65.6,-65.6
181.40,1147.7,-65.6,-65.6
181.45,1144.4,-65.6,-65.6
181.50,1141.1,-65.6,-65.6
181.55,1137.9,-65.6,-65.6
181.60,1134.6,-65.6,-65.6
181.65,1131.3,-65.6,-65.6
181.70,1128.0,-65.6,-65.6
181.75,1124.7,-65.6,-65.6
181.80,1121.5,-65.6,-65.6
181.85,1118.2,-65.6,-65.6
181.90,1114.9,-65.6,-65.6
181.95,1111.6,-65.6,-65.6
182.00,1108.3,-65.6,-65.6
182.05,1105.1,-65.6,-65.6
182.10,1101.8,-65.6,-65.6
182.15,1098.5,-65.6,-65.6
182.20,1095.2,-65.6,-65.6
182.25,1091.9,-65.6,-65.6
182.30,1088.6,-65.6,-65.6
182.35,1085.4,-65.6,-65.6
182.40,1082.1,-65.6,-65.6
182.45,1078.8,-65.6,-65.6
182.50,1075.5,-65.6,-65.6
182.55,1072.2,-65.6,-65.6
182.60,1069.0,-65.6,-65.6
182.65,1065.7,-65.6,-65.6
182.70,1062.4,-65.6,-65.6
182.75,1059.1,-65.6,-65.6
182.80,1055.8,-65.6,-65.6
182.85,1052.6,-65.6,-65.6
182.90,1049.3,-65.6,-65.6
182.95,1046.0,-65.6,-65.6
183.00,1042.7,-65.6,-65.6
183.05,1039.4,-65.6,-65.6
183.10,1036.2,-65.6,-65.6
183.15,1032.9,-65.6,-65.6
183.20,1029.6,-65.6,-65.6
183.25,1026.3,-65.6,-65.6
183.30,1023.0,-65.6,-65.6
183.35,1019.8,-65.6,-65.6
183.40,1016.5,-65.6,-65.6
183.45,1013.2,-65.6,-65.6
183.50,1009.9,-65.6,-65.6
183.55,1006.6,-65.6,-65.6
183.60,1003.3,-65.6,-65.6
183.65,1000.1,-65.6,-65.6
183.70,996.8,-65.6,-65.6
183.75,993.5,-65.6,-65.6
183.80,990.2,-65.6,-65.6
183.85,986.9,-65.6,-65.6
183.90,983.7,-65.6,-65.6
183.95,980.4,-65.6,-65.6
184.00,977.1,-65.6,-65.6
184.05,973.8,-65.6,-65.6
184.10,970.5,-65.6,-65.6
184.15,967.3,-65.6,-65.6
184.20,964.0,-65.6,-65.6
184.25,960.7,-65.6,-65.6
184.30,957.4,-65.6,-65.6
184.35,954.1,-65.6,-65.6
184.40,950.9,-65.6,-65.6
184.45,947.6,-65.6,-65.6
184.50,944.3,-65.6,-65.6
184.55,941.0,-65.6,-65.6
184.60,937.7,-65.6,-65.6
184.65,934.4,-65.6,-65.6
184.70,931.2,-65.6,-65.6
184.75,927.9,-65.6,-65.6
184.80,924.6,-65.6,-65.6
184.85,921.3,-65.6,-65.6
184.90,918.0,-65.6,-65.6
184.95,914.8,-65.6,-65.6
185.00,911.5,-65.6,-65.6
185.05,908.2,-65.6,-65.6
185.10,904.9,-65.6,-65.6
